loja_origem;loja_destino;prazo;segmento;sku;descricao;quantidade
35303139.0064.72;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P0100.EG.00PT13;LEGGING LIVE ICON.ONYX;1
35303139.0064.72;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P0103.P.00PT01;TOP NEO ALLURE ADAPTIV.NOIR BLACK;2
35303139.0064.72;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P0141.GG.00PT01;CAMISETA ACTION SIDE.NOIR BLACK;1
35303139.0064.72;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1015.GG.00BC02;CAMISETA BASIC COMFORT.MERGED ICE;1
35303139.0064.72;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1015.GG.00PT02;CAMISETA BASIC COMFORT.ECLIPSE;1
35303139.0064.72;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1147.EG.00PT01;BERMUDA ALLURE ADAPTIV.NOIR BLACK;1
35303139.0064.72;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1154.G.00BC11;REGATA LIVE COMFORT.PURE WHITE;2
35303139.0064.72;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1154.GG.00PT13;REGATA LIVE COMFORT.ONYX;1
35303139.0064.72;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1222.G.00PT05;TOP MOVE LIVE.BLACK / WHITE;2
35303139.0064.72;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1222.PP.00BC08;TOP MOVE LIVE.WHITE LIGHT;1
35303139.0064.72;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1225.G.00PT13;SHORTS ICON NEO.ONYX;1
35303139.0064.72;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1226.G.0AZ190;CALCA FUSO ICON NEO.DROP;1
35303139.0064.72;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1293.P.00PT02;SHORTS INTENSE RACE PRO.ECLIPSE;3
35303139.0064.72;35303139.0040.03;2025-09-30;ADULTO FEMININO;1.P1570.P.00PT01;TOP CURVE ALLURE ADAPTIV.NOIR BLACK;2
35303139.0064.72;35303139.0043.48;2025-09-22;ADULTO FEMININO;1.P0022.M.00BC01;TOP MOVE SENSE.WHITE;3
35303139.0064.72;35303139.0043.48;2025-09-22;ADULTO FEMININO;1.P0063.M.0AZ205;TOP CURVE LIVE.NAUTICAL;2
35303139.0064.72;35303139.0043.48;2025-09-22;ADULTO FEMININO;1.P0063.P.0AZ205;TOP CURVE LIVE.NAUTICAL;1
35303139.0064.72;35303139.0043.48;2025-09-22;ADULTO FEMININO;1.P0103.P.00PT01;TOP NEO ALLURE ADAPTIV.NOIR BLACK;1
35303139.0064.72;35303139.0043.48;2025-09-22;ADULTO FEMININO;1.P0139.PP.00BC01;MACAQUINHO SHORTS ALLURE.WHITE;2
35303139.0064.72;35303139.0043.48;2025-09-22;ADULTO FEMININO;1.P0146.PP.00PT01;SHORTS FIT ALLURE ADAPTIV.NOIR BLACK;1
35303139.0064.72;35303139.0043.48;2025-09-22;ADULTO FEMININO;1.P0149.PP.00PT01;CALCA FUSO ALLURE ADAPTIV.NOIR BLACK;2
35303139.0064.72;35303139.0043.48;2025-09-22;ADULTO FEMININO;1.P1015.GG.00BC02;CAMISETA BASIC COMFORT.MERGED ICE;1
35303139.0064.72;35303139.0043.48;2025-09-22;ADULTO FEMININO;1.P1153.G.00BC11;CAMISETA LIVE COMFORT.PURE WHITE;1
35303139.0064.72;35303139.0043.48;2025-09-22;ADULTO FEMININO;1.P1153.GG.00BC11;CAMISETA LIVE COMFORT.PURE WHITE;4
35303139.0064.72;35303139.0043.48;2025-09-22;ADULTO FEMININO;1.P1153.M.00BC11;CAMISETA LIVE COMFORT.PURE WHITE;1
35303139.0064.72;35303139.0043.48;2025-09-22;ADULTO FEMININO;1.P1154.P.00BC11;REGATA LIVE COMFORT.PURE WHITE;1
35303139.0064.72;35303139.0043.48;2025-09-22;ADULTO FEMININO;1.P1222.M.00PT05;TOP MOVE LIVE.BLACK / WHITE;1
35303139.0064.72;35303139.0043.48;2025-09-22;ADULTO FEMININO;1.P1222.PP.00PT05;TOP MOVE LIVE.BLACK / WHITE;1
35303139.0064.72;35303139.0043.48;2025-09-22;ADULTO FEMININO;1.P1434.M.00PT01;TOP CURVE SENSE.NOIR BLACK;2
35303139.0064.72;35303139.0043.48;2025-09-22;ADULTO FEMININO;1.P1570.M.00PT01;TOP CURVE ALLURE ADAPTIV.NOIR BLACK;4
35303139.0064.72;35303139.0043.48;2025-09-22;ADULTO FEMININO;1.P1570.P.00PT01;TOP CURVE ALLURE ADAPTIV.NOIR BLACK;2
35303139.0064.72;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P0063.P.0AZ205;TOP CURVE LIVE.NAUTICAL;1
35303139.0064.72;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P0063.PP.00PT05;TOP CURVE LIVE.BLACK / WHITE;1
35303139.0064.72;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P0099.EG.00PT13;BERMUDA LIVE ICON.ONYX;1
35303139.0064.72;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P0100.G.00PT13;LEGGING LIVE ICON.ONYX;1
35303139.0064.72;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P0103.M.00PT01;TOP NEO ALLURE ADAPTIV.NOIR BLACK;1
35303139.0064.72;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P0103.P.00PT01;TOP NEO ALLURE ADAPTIV.NOIR BLACK;3
35303139.0064.72;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P0139.PP.00BC01;MACAQUINHO SHORTS ALLURE.WHITE;2
35303139.0064.72;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P0146.PP.00PT01;SHORTS FIT ALLURE ADAPTIV.NOIR BLACK;2
35303139.0064.72;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P0149.PP.00PT01;CALCA FUSO ALLURE ADAPTIV.NOIR BLACK;1
35303139.0064.72;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1151.GG.00PT13;SHORTS FIT LIVE ICON.ONYX;1
35303139.0064.72;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1153.EG.00BC11;CAMISETA LIVE COMFORT.PURE WHITE;1
35303139.0064.72;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1153.P.00BC11;CAMISETA LIVE COMFORT.PURE WHITE;2
35303139.0064.72;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1154.P.00BC11;REGATA LIVE COMFORT.PURE WHITE;1
35303139.0064.72;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1222.M.00PT05;TOP MOVE LIVE.BLACK / WHITE;1
35303139.0064.72;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1222.PP.00PT05;TOP MOVE LIVE.BLACK / WHITE;1
35303139.0064.72;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1226.G.0AZ190;CALCA FUSO ICON NEO.DROP;2
35303139.0064.72;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1299.G.00PT13;TOP LIVE ICON.ONYX;1
35303139.0064.72;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1434.M.00PT01;TOP CURVE SENSE.NOIR BLACK;2
35303139.0064.72;35303139.0052.39;2025-09-30;ADULTO FEMININO;1.P1570.M.00PT01;TOP CURVE ALLURE ADAPTIV.NOIR BLACK;2
35303139.0064.72;35303139.0039.61;2025-09-30;ADULTO FEMININO;1.P0063.M.0AZ205;TOP CURVE LIVE.NAUTICAL;1
35303139.0064.72;35303139.0039.61;2025-09-30;ADULTO FEMININO;1.P0100.GG.00PT13;LEGGING LIVE ICON.ONYX;2
35303139.0064.72;35303139.0039.61;2025-09-30;ADULTO FEMININO;1.P1154.G.00BC11;REGATA LIVE COMFORT.PURE WHITE;1
35303139.0064.72;35303139.0039.61;2025-09-30;ADULTO FEMININO;1.P1154.P.00BC11;REGATA LIVE COMFORT.PURE WHITE;1
35303139.0064.72;35303139.0039.61;2025-09-30;ADULTO FEMININO;1.P1226.G.0AZ190;CALCA FUSO ICON NEO.DROP;2
35303139.0064.72;35303139.0039.61;2025-09-30;ADULTO FEMININO;1.P1226.GG.0AZ190;CALCA FUSO ICON NEO.DROP;1
35303139.0064.72;35303139.0039.61;2025-09-30;ADULTO FEMININO;1.P1293.PP.00PT02;SHORTS INTENSE RACE PRO.ECLIPSE;1
35303139.0064.72;35303139.0039.61;2025-09-30;ADULTO FEMININO;1.P1299.GG.00PT13;TOP LIVE ICON.ONYX;1
35303139.0064.72;35303139.0039.61;2025-09-30;ADULTO FEMININO;1.P1299.PP.00PT13;TOP LIVE ICON.ONYX;1
35303139.0064.72;35303139.0039.61;2025-09-30;ADULTO FEMININO;1.P1317.PP.00BC01;LEGGING ICON HYDEFIT ADAPTIV.WHITE;1
35303139.0064.72;35303139.0039.61;2025-09-30;ADULTO FEMININO;1.P1434.M.00PT01;TOP CURVE SENSE.NOIR BLACK;6
35303139.0064.72;35303139.0039.61;2025-09-30;ADULTO FEMININO;1.P1570.M.00PT01;TOP CURVE ALLURE ADAPTIV.NOIR BLACK;4
35303139.0064.72;35303139.0039.61;2025-09-30;ADULTO FEMININO;1.P1570.P.00PT01;TOP CURVE ALLURE ADAPTIV.NOIR BLACK;3
35303139.0064.72;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P0022.G.00BC01;TOP MOVE SENSE.WHITE;1
35303139.0064.72;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P0022.M.00BC01;TOP MOVE SENSE.WHITE;2
35303139.0064.72;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P0022.P.00BC01;TOP MOVE SENSE.WHITE;4
35303139.0064.72;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P0022.P.00PT01;TOP MOVE SENSE.NOIR BLACK;1
35303139.0064.72;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P0063.GG.00BC08;TOP CURVE LIVE.WHITE LIGHT;1
35303139.0064.72;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P0063.M.0AZ205;TOP CURVE LIVE.NAUTICAL;6
35303139.0064.72;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P0063.P.0AZ205;TOP CURVE LIVE.NAUTICAL;4
35303139.0064.72;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P0063.PP.00BC08;TOP CURVE LIVE.WHITE LIGHT;1
35303139.0064.72;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P0063.PP.00PT05;TOP CURVE LIVE.BLACK / WHITE;2
35303139.0064.72;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P0085.PP.00BC01;JAQUETA EFFECT TEXTURE RUN.WHITE;1
35303139.0064.72;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P0146.PP.00PT01;SHORTS FIT ALLURE ADAPTIV.NOIR BLACK;1
35303139.0064.72;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P0149.GG.00PT01;CALCA FUSO ALLURE ADAPTIV.NOIR BLACK;1
35303139.0064.72;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1161.PP.00BC01;BERMUDA ALLURE ADAPTIV.WHITE;2
35303139.0064.72;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1191.GG.00BG75;CALCINHA FIO BASICA SEAMLESS.VENUS;2
35303139.0064.72;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1226.G.0AZ190;CALCA FUSO ICON NEO.DROP;2
35303139.0064.72;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1434.M.00PT01;TOP CURVE SENSE.NOIR BLACK;6
35303139.0064.72;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1570.M.00BC01;TOP CURVE ALLURE ADAPTIV.WHITE;2
35303139.0064.72;35303139.0079.59;2025-09-22;ADULTO FEMININO;1.P1570.P.00PT01;TOP CURVE ALLURE ADAPTIV.NOIR BLACK;2
35303139.0079.59;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P0063.M.00BC08;TOP CURVE LIVE.WHITE LIGHT;1
35303139.0079.59;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P0099.M.00PT13;BERMUDA LIVE ICON.ONYX;1
35303139.0079.59;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P0139.M.00PT01;MACAQUINHO SHORTS ALLURE.NOIR BLACK;3
35303139.0079.59;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P0149.M.0AZ190;CALCA FUSO ALLURE ADAPTIV.DROP;1
35303139.0079.59;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P0149.P.0AZ190;CALCA FUSO ALLURE ADAPTIV.DROP;1
35303139.0079.59;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1133.GG.00PT01;MACACAO ALLURE ADAPTIV.NOIR BLACK;1
35303139.0079.59;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1154.G.0AZ190;REGATA LIVE COMFORT.DROP;1
35303139.0079.59;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1222.M.00BC08;TOP MOVE LIVE.WHITE LIGHT;1
35303139.0079.59;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1222.P.00BC08;TOP MOVE LIVE.WHITE LIGHT;1
35303139.0079.59;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1293.P.00PT02;SHORTS INTENSE RACE PRO.ECLIPSE;2
35303139.0079.59;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1317.M.00BC01;LEGGING ICON HYDEFIT ADAPTIV.WHITE;5
35303139.0079.59;35303139.0039.61;2025-09-22;ADULTO FEMININO;1.P1472.G.00BC08;CALCA FUSO LIVE.WHITE LIGHT;2
35303139.0079.59;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P0083.P.00BC01;REGATA EFFECT TEXTURE RUN.WHITE;2
35303139.0079.59;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P0139.M.00PT01;MACAQUINHO SHORTS ALLURE.NOIR BLACK;4
35303139.0079.59;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P0149.G.00PT01;CALCA FUSO ALLURE ADAPTIV.NOIR BLACK;1
35303139.0079.59;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P1157.GG.00PT01;LEGGING ALLURE ADAPTIV.NOIR BLACK;1
35303139.0079.59;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P1434.P.00BC01;TOP CURVE SENSE.WHITE;1
35303139.0079.59;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P1434.PP.00PT01;TOP CURVE SENSE.NOIR BLACK;1
35303139.0079.59;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P1479.G.00BC08;SHORTS FIT LIVE.WHITE LIGHT;2
35303139.0079.59;35303139.0064.72;2025-09-22;ADULTO FEMININO;1.P5165.GG.00PT02;CAMISETA ACTION.ECLIPSE;1
